03.02.2017  0:00:00,53 - lsm, INFO, ALL IS WELL  
03.02.2017 13:00:03,99 - lsm, INFO, ALL IS WELL  
03.02.2017 13:00:18,61 - lsm, INFO, ALL IS WELL  
03.02.2017 13:00:34,08 - nsd, INFO, ALL IS WELL  
03.02.2017 13:00:34,46 - lsm, INFO, ALL IS WELL  
03.02.2017 13:00:49,00 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:00:49,54 - lsm, INFO, ALL IS WELL  
03.02.2017 13:01:04,06 - lsm, INFO, ALL IS WELL  
03.02.2017 13:01:19,35 - nsd, INFO, ALL IS WELL  
03.02.2017 13:01:19,72 - lsm, INFO, ALL IS WELL  
03.02.2017 13:01:34,36 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:01:34,95 - lsm, INFO, ALL IS WELL  
03.02.2017 13:01:49,38 - lsm, INFO, ALL IS WELL  
03.02.2017 13:02:04,40 - nsd, INFO, ALL IS WELL  
03.02.2017 13:02:04,78 - lsm, INFO, ALL IS WELL  
03.02.2017 13:02:19,43 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:02:19,86 - lsm, INFO, ALL IS WELL  
03.02.2017 13:02:34,39 - lsm, INFO, ALL IS WELL  
03.02.2017 13:02:50,04 - nsd, INFO, ALL IS WELL  
03.02.2017 13:02:50,42 - lsm, INFO, ALL IS WELL  
03.02.2017 13:03:04,88 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:03:05,26 - lsm, INFO, ALL IS WELL  
03.02.2017 13:03:19,73 - lsm, INFO, ALL IS WELL  
03.02.2017 13:03:35,32 - nsd, INFO, ALL IS WELL  
03.02.2017 13:03:36,05 - lsm, INFO, ALL IS WELL  
03.02.2017 13:03:50,54 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:03:50,93 - lsm, INFO, ALL IS WELL  
03.02.2017 13:04:05,47 - lsm, INFO, ALL IS WELL  
03.02.2017 13:04:20,59 - nsd, INFO, ALL IS WELL  
03.02.2017 13:04:20,97 - lsm, INFO, ALL IS WELL  
03.02.2017 13:04:35,44 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:04:35,84 - lsm, INFO, ALL IS WELL  
03.02.2017 13:04:55,97 - lsm, INFO, ALL IS WELL  
03.02.2017 13:05:13,39 - nsd, INFO, ALL IS WELL  
03.02.2017 13:05:13,90 - lsm, INFO, ALL IS WELL  
03.02.2017 13:05:28,43 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:05:28,92 - lsm, INFO, ALL IS WELL  
03.02.2017 13:05:43,49 - lsm, INFO, ALL IS WELL  
03.02.2017 13:05:58,78 - nsd, INFO, ALL IS WELL  
03.02.2017 13:05:59,22 - lsm, INFO, ALL IS WELL  
03.02.2017 13:06:13,79 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:06:14,24 - lsm, INFO, ALL IS WELL  
03.02.2017 13:06:28,95 - lsm, INFO, ALL IS WELL  
03.02.2017 13:06:44,07 - nsd, INFO, ALL IS WELL  
03.02.2017 13:06:44,46 - lsm, INFO, ALL IS WELL  
03.02.2017 13:06:59,01 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:06:59,39 - lsm, INFO, ALL IS WELL  
03.02.2017 13:07:13,97 - lsm, INFO, ALL IS WELL  
03.02.2017 13:07:29,10 - nsd, INFO, ALL IS WELL  
03.02.2017 13:07:29,52 - lsm, INFO, ALL IS WELL  
03.02.2017 13:07:44,53 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:07:45,29 - lsm, INFO, ALL IS WELL  
03.02.2017 13:07:59,75 - lsm, INFO, ALL IS WELL  
03.02.2017 13:08:14,97 - nsd, INFO, ALL IS WELL  
03.02.2017 13:08:15,37 - lsm, INFO, ALL IS WELL  
03.02.2017 13:08:30,29 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:08:30,68 - lsm, INFO, ALL IS WELL  
03.02.2017 13:08:45,19 - lsm, INFO, ALL IS WELL  
03.02.2017 13:09:00,21 - nsd, INFO, ALL IS WELL  
03.02.2017 13:09:00,60 - lsm, INFO, ALL IS WELL  
03.02.2017 13:09:15,09 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:09:15,46 - lsm, INFO, ALL IS WELL  
03.02.2017 13:09:29,93 - lsm, INFO, ALL IS WELL  
03.02.2017 13:09:45,83 - nsd, INFO, ALL IS WELL  
03.02.2017 13:09:46,64 - lsm, INFO, ALL IS WELL  
03.02.2017 13:10:01,10 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:10:01,48 - lsm, INFO, ALL IS WELL  
03.02.2017 13:10:16,32 - lsm, INFO, ALL IS WELL  
03.02.2017 13:10:33,82 - nsd, INFO, ALL IS WELL  
03.02.2017 13:10:34,44 - lsm, INFO, ALL IS WELL  
03.02.2017 13:10:48,90 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:10:49,41 - lsm, INFO, ALL IS WELL  
03.02.2017 13:11:03,92 - lsm, INFO, ALL IS WELL  
03.02.2017 13:11:19,07 - nsd, INFO, ALL IS WELL  
03.02.2017 13:11:19,52 - lsm, INFO, ALL IS WELL  
03.02.2017 13:11:34,01 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:11:34,50 - lsm, INFO, ALL IS WELL  
03.02.2017 13:11:49,20 - lsm, INFO, ALL IS WELL  
03.02.2017 13:12:04,79 - nsd, INFO, ALL IS WELL  
03.02.2017 13:12:05,18 - lsm, INFO, ALL IS WELL  
03.02.2017 13:12:19,78 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:12:20,31 - lsm, INFO, ALL IS WELL  
03.02.2017 13:12:34,87 - lsm, INFO, ALL IS WELL  
03.02.2017 13:12:50,09 - nsd, INFO, ALL IS WELL  
03.02.2017 13:12:50,56 - lsm, INFO, ALL IS WELL  
03.02.2017 13:13:05,05 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:13:05,44 - lsm, INFO, ALL IS WELL  
03.02.2017 13:13:19,91 - lsm, INFO, ALL IS WELL  
03.02.2017 13:13:35,18 - nsd, INFO, ALL IS WELL  
03.02.2017 13:13:35,57 - lsm, INFO, ALL IS WELL  
03.02.2017 13:13:50,49 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:13:51,30 - lsm, INFO, ALL IS WELL  
03.02.2017 13:14:05,77 - lsm, INFO, ALL IS WELL  
03.02.2017 13:14:21,59 - nsd, INFO, ALL IS WELL  
03.02.2017 13:14:21,97 - lsm, INFO, ALL IS WELL  
03.02.2017 13:14:36,66 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:14:37,04 - lsm, INFO, ALL IS WELL  
03.02.2017 13:14:51,48 - lsm, INFO, ALL IS WELL  
03.02.2017 13:15:06,52 - nsd, INFO, ALL IS WELL  
03.02.2017 13:15:06,90 - lsm, INFO, ALL IS WELL  
03.02.2017 13:15:21,40 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:15:21,84 - lsm, INFO, ALL IS WELL  
03.02.2017 13:15:36,61 - lsm, INFO, ALL IS WELL  
03.02.2017 13:15:52,20 - nsd, INFO, ALL IS WELL  
03.02.2017 13:15:52,88 - lsm, INFO, ALL IS WELL  
03.02.2017 13:16:07,42 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:16:07,93 - lsm, INFO, ALL IS WELL  
03.02.2017 13:16:23,15 - lsm, INFO, ALL IS WELL  
03.02.2017 13:16:39,04 - nsd, INFO, ALL IS WELL  
03.02.2017 13:16:39,53 - lsm, INFO, ALL IS WELL  
03.02.2017 13:16:54,00 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:16:55,05 - lsm, INFO, ALL IS WELL  
03.02.2017 13:17:09,85 - lsm, INFO, ALL IS WELL  
03.02.2017 13:17:25,02 - nsd, INFO, ALL IS WELL  
03.02.2017 13:17:25,40 - lsm, INFO, ALL IS WELL  
03.02.2017 13:17:39,90 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:17:40,29 - lsm, INFO, ALL IS WELL  
03.02.2017 13:17:55,20 - lsm, INFO, ALL IS WELL  
03.02.2017 13:18:10,55 - nsd, INFO, ALL IS WELL  
03.02.2017 13:18:11,04 - lsm, INFO, ALL IS WELL  
03.02.2017 13:18:25,97 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:18:26,37 - lsm, INFO, ALL IS WELL  
03.02.2017 13:18:41,19 - lsm, INFO, ALL IS WELL  
03.02.2017 13:18:56,55 - nsd, INFO, ALL IS WELL  
03.02.2017 13:18:56,92 - lsm, INFO, ALL IS WELL  
03.02.2017 13:19:11,52 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:19:11,92 - lsm, INFO, ALL IS WELL  
03.02.2017 13:19:26,45 - lsm, INFO, ALL IS WELL  
03.02.2017 13:19:41,84 - nsd, INFO, ALL IS WELL  
03.02.2017 13:19:42,25 - lsm, INFO, ALL IS WELL  
03.02.2017 13:19:57,22 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:19:58,11 - lsm, INFO, ALL IS WELL  
03.02.2017 13:20:12,73 - lsm, INFO, ALL IS WELL  
03.02.2017 13:20:28,38 - nsd, INFO, ALL IS WELL  
03.02.2017 13:20:28,81 - lsm, INFO, ALL IS WELL  
03.02.2017 13:20:43,45 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:20:43,86 - lsm, INFO, ALL IS WELL  
03.02.2017 13:20:58,58 - lsm, INFO, ALL IS WELL  
03.02.2017 13:21:14,50 - nsd, INFO, ALL IS WELL  
03.02.2017 13:21:15,01 - lsm, INFO, ALL IS WELL  
03.02.2017 13:21:29,63 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:21:30,17 - lsm, INFO, ALL IS WELL  
03.02.2017 13:21:44,74 - lsm, INFO, ALL IS WELL  
03.02.2017 13:21:59,94 - nsd, INFO, ALL IS WELL  
03.02.2017 13:22:00,51 - lsm, INFO, ALL IS WELL  
03.02.2017 13:22:15,29 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:22:15,86 - lsm, INFO, ALL IS WELL  
03.02.2017 13:22:30,62 - lsm, INFO, ALL IS WELL  
03.02.2017 13:22:45,95 - nsd, INFO, ALL IS WELL  
03.02.2017 13:22:46,33 - lsm, INFO, ALL IS WELL  
03.02.2017 13:23:00,81 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:23:01,24 - lsm, INFO, ALL IS WELL  
03.02.2017 13:23:15,73 - lsm, INFO, ALL IS WELL  
03.02.2017 13:23:31,74 - nsd, INFO, ALL IS WELL  
03.02.2017 13:23:32,12 - lsm, INFO, ALL IS WELL  
03.02.2017 13:23:46,65 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:23:47,25 - lsm, INFO, ALL IS WELL  
03.02.2017 13:24:02,16 - lsm, INFO, ALL IS WELL  
03.02.2017 13:24:17,61 - nsd, INFO, ALL IS WELL  
03.02.2017 13:24:18,14 - lsm, INFO, ALL IS WELL  
03.02.2017 13:24:33,23 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:24:33,64 - lsm, INFO, ALL IS WELL  
03.02.2017 13:24:48,37 - lsm, INFO, ALL IS WELL  
03.02.2017 13:25:03,55 - nsd, INFO, ALL IS WELL  
03.02.2017 13:25:04,00 - lsm, INFO, ALL IS WELL  
03.02.2017 13:25:18,60 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:25:19,04 - lsm, INFO, ALL IS WELL  
03.02.2017 13:25:33,72 - lsm, INFO, ALL IS WELL  
03.02.2017 13:25:49,18 - nsd, INFO, ALL IS WELL  
03.02.2017 13:25:49,70 - lsm, INFO, ALL IS WELL  
03.02.2017 13:26:04,50 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:26:05,36 - lsm, INFO, ALL IS WELL  
03.02.2017 13:26:19,80 - lsm, INFO, ALL IS WELL  
03.02.2017 13:26:35,40 - nsd, INFO, ALL IS WELL  
03.02.2017 13:26:35,90 - lsm, INFO, ALL IS WELL  
03.02.2017 13:26:50,61 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:26:51,02 - lsm, INFO, ALL IS WELL  
03.02.2017 13:27:05,58 - lsm, INFO, ALL IS WELL  
03.02.2017 13:27:21,02 - nsd, INFO, ALL IS WELL  
03.02.2017 13:27:21,46 - lsm, INFO, ALL IS WELL  
03.02.2017 13:27:36,05 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:27:36,48 - lsm, INFO, ALL IS WELL  
03.02.2017 13:27:51,05 - lsm, INFO, ALL IS WELL  
03.02.2017 13:28:06,88 - nsd, INFO, ALL IS WELL  
03.02.2017 13:28:07,42 - lsm, INFO, ALL IS WELL  
03.02.2017 13:28:21,91 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:28:22,35 - lsm, INFO, ALL IS WELL  
03.02.2017 13:28:37,17 - lsm, INFO, ALL IS WELL  
03.02.2017 13:28:52,67 - nsd, INFO, ALL IS WELL  
03.02.2017 13:28:53,09 - lsm, INFO, ALL IS WELL  
03.02.2017 13:29:07,58 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:29:08,05 - lsm, INFO, ALL IS WELL  
03.02.2017 13:29:22,59 - lsm, INFO, ALL IS WELL  
03.02.2017 13:29:37,79 - nsd, INFO, ALL IS WELL  
03.02.2017 13:29:38,24 - lsm, INFO, ALL IS WELL  
03.02.2017 13:29:52,79 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:29:53,24 - lsm, INFO, ALL IS WELL  
03.02.2017 13:30:08,21 - lsm, INFO, ALL IS WELL  
03.02.2017 13:30:24,09 - nsd, INFO, ALL IS WELL  
03.02.2017 13:30:24,49 - lsm, INFO, ALL IS WELL  
03.02.2017 13:30:39,24 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:30:39,63 - lsm, INFO, ALL IS WELL  
03.02.2017 13:30:54,24 - lsm, INFO, ALL IS WELL  
03.02.2017 13:31:09,45 - nsd, INFO, ALL IS WELL  
03.02.2017 13:31:09,95 - lsm, INFO, ALL IS WELL  
03.02.2017 13:31:24,55 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:31:24,99 - lsm, INFO, ALL IS WELL  
03.02.2017 13:31:39,54 - lsm, INFO, ALL IS WELL  
03.02.2017 13:31:54,71 - nsd, INFO, ALL IS WELL  
03.02.2017 13:31:55,23 - lsm, INFO, ALL IS WELL  
03.02.2017 13:32:10,12 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:32:10,77 - lsm, INFO, ALL IS WELL  
03.02.2017 13:32:25,72 - lsm, INFO, ALL IS WELL  
03.02.2017 13:32:41,65 - nsd, INFO, ALL IS WELL  
03.02.2017 13:32:42,06 - lsm, INFO, ALL IS WELL  
03.02.2017 13:32:56,94 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:32:57,37 - lsm, INFO, ALL IS WELL  
03.02.2017 13:33:11,88 - lsm, INFO, ALL IS WELL  
03.02.2017 13:33:27,04 - nsd, INFO, ALL IS WELL  
03.02.2017 13:33:27,47 - lsm, INFO, ALL IS WELL  
03.02.2017 13:33:42,01 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:33:42,43 - lsm, INFO, ALL IS WELL  
03.02.2017 13:33:56,94 - lsm, INFO, ALL IS WELL  
03.02.2017 13:34:12,45 - nsd, INFO, ALL IS WELL  
03.02.2017 13:34:13,18 - lsm, INFO, ALL IS WELL  
03.02.2017 13:34:27,70 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:34:28,11 - lsm, INFO, ALL IS WELL  
03.02.2017 13:34:43,00 - lsm, INFO, ALL IS WELL  
03.02.2017 13:34:58,90 - nsd, INFO, ALL IS WELL  
03.02.2017 13:34:59,29 - lsm, INFO, ALL IS WELL  
03.02.2017 13:35:13,83 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:35:14,29 - lsm, INFO, ALL IS WELL  
03.02.2017 13:35:28,80 - lsm, INFO, ALL IS WELL  
03.02.2017 13:35:44,14 - nsd, INFO, ALL IS WELL  
03.02.2017 13:35:44,59 - lsm, INFO, ALL IS WELL  
03.02.2017 13:35:59,13 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:35:59,54 - lsm, INFO, ALL IS WELL  
03.02.2017 13:36:14,38 - lsm, INFO, ALL IS WELL  
03.02.2017 13:36:29,73 - nsd, INFO, ALL IS WELL  
03.02.2017 13:36:30,16 - lsm, INFO, ALL IS WELL  
03.02.2017 13:36:44,95 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:36:45,43 - lsm, INFO, ALL IS WELL  
03.02.2017 13:37:00,03 - lsm, INFO, ALL IS WELL  
03.02.2017 13:37:15,52 - nsd, INFO, ALL IS WELL  
03.02.2017 13:37:16,02 - lsm, INFO, ALL IS WELL  
03.02.2017 13:37:30,53 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:37:31,11 - lsm, INFO, ALL IS WELL  
03.02.2017 13:37:45,61 - lsm, INFO, ALL IS WELL  
03.02.2017 13:38:00,92 - nsd, INFO, ALL IS WELL  
03.02.2017 13:38:01,32 - lsm, INFO, ALL IS WELL  
03.02.2017 13:38:16,14 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:38:16,73 - lsm, INFO, ALL IS WELL  
03.02.2017 13:38:31,22 - lsm, INFO, ALL IS WELL  
03.02.2017 13:38:46,55 - nsd, INFO, ALL IS WELL  
03.02.2017 13:38:46,97 - lsm, INFO, ALL IS WELL  
03.02.2017 13:39:01,64 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:39:02,05 - lsm, INFO, ALL IS WELL  
03.02.2017 13:39:16,55 - lsm, INFO, ALL IS WELL  
03.02.2017 13:39:32,08 - nsd, INFO, ALL IS WELL  
03.02.2017 13:39:32,46 - lsm, INFO, ALL IS WELL  
03.02.2017 13:39:47,02 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:39:47,56 - lsm, INFO, ALL IS WELL  
03.02.2017 13:40:02,05 - lsm, INFO, ALL IS WELL  
03.02.2017 13:40:17,48 - nsd, INFO, ALL IS WELL  
03.02.2017 13:40:18,14 - lsm, INFO, ALL IS WELL  
03.02.2017 13:40:32,63 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:40:33,02 - lsm, INFO, ALL IS WELL  
03.02.2017 13:40:47,87 - lsm, INFO, ALL IS WELL  
03.02.2017 13:41:03,12 - nsd, INFO, ALL IS WELL  
03.02.2017 13:41:03,52 - lsm, INFO, ALL IS WELL  
03.02.2017 13:41:18,02 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:41:18,45 - lsm, INFO, ALL IS WELL  
03.02.2017 13:41:33,02 - lsm, INFO, ALL IS WELL  
03.02.2017 13:41:48,57 - nsd, INFO, ALL IS WELL  
03.02.2017 13:41:48,95 - lsm, INFO, ALL IS WELL  
03.02.2017 13:42:03,55 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:42:03,98 - lsm, INFO, ALL IS WELL  
03.02.2017 13:42:18,69 - lsm, INFO, ALL IS WELL  
03.02.2017 13:42:34,09 - nsd, INFO, ALL IS WELL  
03.02.2017 13:42:34,56 - lsm, INFO, ALL IS WELL  
03.02.2017 13:42:49,62 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:42:50,14 - lsm, INFO, ALL IS WELL  
03.02.2017 13:43:04,97 - lsm, INFO, ALL IS WELL  
03.02.2017 13:43:20,46 - nsd, INFO, ALL IS WELL  
03.02.2017 13:43:21,21 - lsm, INFO, ALL IS WELL  
03.02.2017 13:43:35,77 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:43:36,47 - lsm, INFO, ALL IS WELL  
03.02.2017 13:43:51,32 - lsm, INFO, ALL IS WELL  
03.02.2017 13:44:07,34 - nsd, INFO, ALL IS WELL  
03.02.2017 13:44:07,75 - lsm, INFO, ALL IS WELL  
03.02.2017 13:44:22,85 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:44:23,64 - lsm, INFO, ALL IS WELL  
03.02.2017 13:44:38,19 - lsm, INFO, ALL IS WELL  
03.02.2017 13:44:53,70 - nsd, INFO, ALL IS WELL  
03.02.2017 13:44:54,17 - lsm, INFO, ALL IS WELL  
03.02.2017 13:45:08,97 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:45:09,42 - lsm, INFO, ALL IS WELL  
03.02.2017 13:45:23,98 - lsm, INFO, ALL IS WELL  
03.02.2017 13:45:39,50 - nsd, INFO, ALL IS WELL  
03.02.2017 13:45:39,99 - lsm, INFO, ALL IS WELL  
03.02.2017 13:45:54,62 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:45:55,07 - lsm, INFO, ALL IS WELL  
03.02.2017 13:46:09,71 - lsm, INFO, ALL IS WELL  
03.02.2017 13:46:25,33 - nsd, INFO, ALL IS WELL  
03.02.2017 13:46:25,99 - lsm, INFO, ALL IS WELL  
03.02.2017 13:46:40,62 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:46:41,04 - lsm, INFO, ALL IS WELL  
03.02.2017 13:46:56,06 - lsm, INFO, ALL IS WELL  
03.02.2017 13:47:12,24 - nsd, INFO, ALL IS WELL  
03.02.2017 13:47:12,63 - lsm, INFO, ALL IS WELL  
03.02.2017 13:47:27,37 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:47:27,90 - lsm, INFO, ALL IS WELL  
03.02.2017 13:47:42,47 - lsm, INFO, ALL IS WELL  
03.02.2017 13:47:57,67 - nsd, INFO, ALL IS WELL  
03.02.2017 13:47:58,11 - lsm, INFO, ALL IS WELL  
03.02.2017 13:48:12,69 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:48:13,52 - lsm, INFO, ALL IS WELL  
03.02.2017 13:48:28,65 - lsm, INFO, ALL IS WELL  
03.02.2017 13:48:44,69 - nsd, INFO, ALL IS WELL  
03.02.2017 13:48:45,07 - lsm, INFO, ALL IS WELL  
03.02.2017 13:49:00,28 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:49:00,79 - lsm, INFO, ALL IS WELL  
03.02.2017 13:49:15,65 - lsm, INFO, ALL IS WELL  
03.02.2017 13:49:30,82 - nsd, INFO, ALL IS WELL  
03.02.2017 13:49:31,36 - lsm, INFO, ALL IS WELL  
03.02.2017 13:49:45,96 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:49:46,60 - lsm, INFO, ALL IS WELL  
03.02.2017 13:50:01,16 - lsm, INFO, ALL IS WELL  
03.02.2017 13:50:16,61 - nsd, INFO, ALL IS WELL  
03.02.2017 13:50:17,02 - lsm, INFO, ALL IS WELL  
03.02.2017 13:50:32,23 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:50:33,13 - lsm, INFO, ALL IS WELL  
03.02.2017 13:50:47,72 - lsm, INFO, ALL IS WELL  
03.02.2017 13:51:04,16 - nsd, INFO, ALL IS WELL  
03.02.2017 13:51:04,54 - lsm, INFO, ALL IS WELL  
03.02.2017 13:51:19,48 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:51:19,99 - lsm, INFO, ALL IS WELL  
03.02.2017 13:51:34,74 - lsm, INFO, ALL IS WELL  
03.02.2017 13:51:49,94 - nsd, INFO, ALL IS WELL  
03.02.2017 13:51:50,37 - lsm, INFO, ALL IS WELL  
03.02.2017 13:52:04,91 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:52:05,39 - lsm, INFO, ALL IS WELL  
03.02.2017 13:52:19,99 - lsm, INFO, ALL IS WELL  
03.02.2017 13:52:35,72 - nsd, INFO, ALL IS WELL  
03.02.2017 13:52:36,43 - lsm, INFO, ALL IS WELL  
03.02.2017 13:52:51,07 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:52:51,63 - lsm, INFO, ALL IS WELL  
03.02.2017 13:53:06,67 - lsm, INFO, ALL IS WELL  
03.02.2017 13:53:23,15 - nsd, INFO, ALL IS WELL  
03.02.2017 13:53:23,64 - lsm, INFO, ALL IS WELL  
03.02.2017 13:53:38,18 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:53:38,67 - lsm, INFO, ALL IS WELL  
03.02.2017 13:53:53,20 - lsm, INFO, ALL IS WELL  
03.02.2017 13:54:08,41 - nsd, INFO, ALL IS WELL  
03.02.2017 13:54:08,83 - lsm, INFO, ALL IS WELL  
03.02.2017 13:54:23,40 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:54:23,78 - lsm, INFO, ALL IS WELL  
03.02.2017 13:54:38,61 - lsm, INFO, ALL IS WELL  
03.02.2017 13:54:53,91 - nsd, INFO, ALL IS WELL  
03.02.2017 13:54:54,31 - lsm, INFO, ALL IS WELL  
03.02.2017 13:55:09,09 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:55:09,49 - lsm, INFO, ALL IS WELL  
03.02.2017 13:55:24,33 - lsm, INFO, ALL IS WELL  
03.02.2017 13:55:40,14 - nsd, INFO, ALL IS WELL  
03.02.2017 13:55:40,58 - lsm, INFO, ALL IS WELL  
03.02.2017 13:55:55,15 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:55:55,67 - lsm, INFO, ALL IS WELL  
03.02.2017 13:56:10,20 - lsm, INFO, ALL IS WELL  
03.02.2017 13:56:25,34 - nsd, INFO, ALL IS WELL  
03.02.2017 13:56:25,89 - lsm, INFO, ALL IS WELL  
03.02.2017 13:56:40,85 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:56:41,50 - lsm, INFO, ALL IS WELL  
03.02.2017 13:56:56,07 - lsm, INFO, ALL IS WELL  
03.02.2017 13:57:11,21 - nsd, INFO, ALL IS WELL  
03.02.2017 13:57:11,60 - lsm, INFO, ALL IS WELL  
03.02.2017 13:57:26,14 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:57:26,58 - lsm, INFO, ALL IS WELL  
03.02.2017 13:57:41,16 - lsm, INFO, ALL IS WELL  
03.02.2017 13:57:57,05 - nsd, INFO, ALL IS WELL  
03.02.2017 13:57:57,52 - lsm, INFO, ALL IS WELL  
03.02.2017 13:58:12,09 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:58:12,83 - lsm, INFO, ALL IS WELL  
03.02.2017 13:58:27,78 - lsm, INFO, ALL IS WELL  
03.02.2017 13:58:43,63 - nsd, INFO, ALL IS WELL  
03.02.2017 13:58:44,65 - lsm, INFO, ALL IS WELL  
03.02.2017 13:58:59,23 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:58:59,66 - lsm, INFO, ALL IS WELL  
03.02.2017 13:59:14,87 - lsm, INFO, ALL IS WELL  
03.02.2017 13:59:30,44 - nsd, INFO, ALL IS WELL  
03.02.2017 13:59:30,82 - lsm, INFO, ALL IS WELL  
03.02.2017 13:59:45,36 - mtbpro, INFO, ALL IS WELL  
03.02.2017 13:59:45,80 - lsm, INFO, ALL IS WELL  
03.02.2017 14:00:00,34 - lsm, INFO, ALL IS WELL  
03.02.2017 14:00:16,06 - nsd, INFO, ALL IS WELL  
03.02.2017 14:00:16,43 - lsm, INFO, ALL IS WELL  
03.02.2017 14:00:31,22 - mtbpro, INFO, ALL IS WELL  
03.02.2017 14:00:31,79 - lsm, INFO, ALL IS WELL  
03.02.2017 14:00:46,85 - lsm, INFO, ALL IS WELL  
03.02.2017 14:01:02,70 - nsd, INFO, ALL IS WELL  
03.02.2017 14:01:03,23 - lsm, INFO, ALL IS WELL  
03.02.2017 14:01:18,24 - mtbpro, INFO, ALL IS WELL  
03.02.2017 14:01:18,85 - lsm, INFO, ALL IS WELL  
03.02.2017 14:01:33,58 - lsm, INFO, ALL IS WELL  
03.02.2017 14:01:49,10 - nsd, INFO, ALL IS WELL  
03.02.2017 14:01:49,70 - lsm, INFO, ALL IS WELL  
03.02.2017 14:02:04,49 - mtbpro, INFO, ALL IS WELL  
03.02.2017 14:02:05,12 - lsm, INFO, ALL IS WELL  
